Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX19326222	SRR23388415	2023-02-10 02:21:49	2023-02-10 01:39:09	49016388	7352458200	0	150	4350		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388415/SRR23388415.lite.1	YPDCu_5d_1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724118	SAMN33231760	simple	4952	Yarrowia lipolytica	YPDCu_5d_1							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	3D79596893C2EEE0B666653AD8BBC00D	41B8CFA7F2933AA521F89C1A8CD1C2B2		
SRX19326223	SRR23388414	2023-02-10 03:18:43	2023-02-10 03:14:37	55856976	8378546400	0	150	4972		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388414/SRR23388414.lite.1	YPDCu_5d_2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724119	SAMN33231761	simple	4952	Yarrowia lipolytica	YPDCu_5d_2							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	0667977990F4B28BB0424946307D9D97	A42C19F786C1A90118B2171EE10379CE		
SRX19326224	SRR23388413	2023-02-10 02:21:49	2023-02-10 01:40:40	40573456	6086018400	0	150	3596		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388413/SRR23388413.lite.1	YPDCu_5d_3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724120	SAMN33231762	simple	4952	Yarrowia lipolytica	YPDCu_5d_3							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	564EBF6D09B31FEE286713A562B70762	39EF40B7AAD19ACE6E631A7BEF544DAA		
SRX19326225	SRR23388412	2023-02-10 01:34:16	2023-02-10 01:31:04	48679692	7301953800	0	150	4263		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23388/SRR23388412/SRR23388412.lite.1	YPDCu_6d_1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0	0	BGISEQ	MGISEQ-2000RS	SRP421772	PRJNA933354		933354	SRS16724121	SAMN33231763	simple	4952	Yarrowia lipolytica	YPDCu_6d_1							no					HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1587978		public	CA77F6E8A2E4E36D8562E5DA6D662753	E736321B68AA0F8C5014937060E64713		
SRX19764471	SRR23955712	2023-03-24 11:50:48	2023-03-24 11:47:49	21444417	6433325100	21444417	300	4091		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955712/SRR23955712.lite.1	1	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17128999	SAMN33900896	simple	4952	Yarrowia lipolytica	A301							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	6C1350B0567C59D4D1397E86CCE24AC9	08489404C768F4311A87F09F052D54F7		
SRX19764472	SRR23955711	2023-03-24 11:49:45	2023-03-24 11:44:51	18956096	5686828800	18956096	300	3573		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955711/SRR23955711.lite.1	2	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129000	SAMN33900897	simple	4952	Yarrowia lipolytica	A302							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	581B519292F3F668083F6A72C046B74D	D1E3DC7820C64A8AADDC9BFFC70BD52A		
SRX19764473	SRR23955710	2023-03-24 11:51:41	2023-03-24 11:49:09	21768943	6530682900	21768943	300	4147		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955710/SRR23955710.lite.1	11	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129001	SAMN33900906	simple	4952	Yarrowia lipolytica	D302							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	420DE22F71C6AE7CBFBC3773644A76EA	1B416D2F814AB111B758E2916F8896F5		
SRX19764474	SRR23955709	2023-03-24 11:40:14	2023-03-24 11:36:38	21059503	6317850900	21059503	300	4005		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955709/SRR23955709.lite.1	12	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129002	SAMN33900907	simple	4952	Yarrowia lipolytica	D303							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	0B1613ACD4ACABC0159694C05094C81E	495092B85FBAA4BC4E723597B829D873		
SRX19764475	SRR23955708	2023-03-24 11:51:41	2023-03-24 11:49:41	21494811	6448443300	21494811	300	4091		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955708/SRR23955708.lite.1	13	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129003	SAMN33900908	simple	4952	Yarrowia lipolytica	E331							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	D551883DC0DD98A3C90155A48295EFE8	B76ED42CF0D464EAFE0D4FD44BD090D8		
SRX19764476	SRR23955707	2023-03-24 11:50:48	2023-03-24 11:48:49	21584905	6475471500	21584905	300	4108		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955707/SRR23955707.lite.1	14	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129005	SAMN33900909	simple	4952	Yarrowia lipolytica	E332							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	3B4B2A29DD8D646F455E9566EDF67112	6346F3FE73DD0255D5CFE0C3F7F3C232		
SRX19764477	SRR23955706	2023-03-24 12:03:55	2023-03-24 11:52:00	21555924	6466777200	21555924	300	4106		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955706/SRR23955706.lite.1	15	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129004	SAMN33900910	simple	4952	Yarrowia lipolytica	E333							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	2364070589174363F5333F26A62B5EAA	48F971CE271F667AAA2322064DC50DD8		
SRX19764478	SRR23955705	2023-03-24 11:49:45	2023-03-24 11:48:01	21007774	6302332200	21007774	300	3975		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955705/SRR23955705.lite.1	3	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129006	SAMN33900898	simple	4952	Yarrowia lipolytica	A303							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	D91038C14E19BBEE76418016845887D7	D0064947916C8329DCC75EAE16DD1293		
SRX19764479	SRR23955704	2023-03-24 11:51:41	2023-03-24 11:50:23	21621702	6486510600	21621702	300	4108		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955704/SRR23955704.lite.1	4	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129007	SAMN33900899	simple	4952	Yarrowia lipolytica	B331							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	B6E87AA79598BA0F11D26B21E4EF72B2	B9D06B91B9946BD911644EA9F6303DFC		
SRX19764480	SRR23955703	2023-03-24 11:49:45	2023-03-24 11:45:13	21453121	6435936300	21453121	300	4024		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955703/SRR23955703.lite.1	5	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129008	SAMN33900900	simple	4952	Yarrowia lipolytica	B332							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	B05E5DD868B91EB401618946511A5717	635C2497C40E95FB7A9FFA7AA7313126		
SRX19764481	SRR23955702	2023-03-24 11:50:48	2023-03-24 11:48:53	21778409	6533522700	21778409	300	4103		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955702/SRR23955702.lite.1	6	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129009	SAMN33900901	simple	4952	Yarrowia lipolytica	B333							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	02B187EAA4810DFD5F286DF536842B50	C9E3B8836BEE659681AC722A146862F7		
SRX19764482	SRR23955701	2023-03-24 11:50:48	2023-03-24 11:49:19	21712736	6513820800	21712736	300	4080		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955701/SRR23955701.lite.1	7	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129010	SAMN33900902	simple	4952	Yarrowia lipolytica	C351							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	F92D75A2A302A4E9E0A73CA2FD6474A2	01AB69DE1D8676AA58863129EEA3A660		
SRX19764483	SRR23955700	2023-03-24 11:49:45	2023-03-24 11:45:42	21587148	6476144400	21587148	300	4084		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955700/SRR23955700.lite.1	8	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129011	SAMN33900903	simple	4952	Yarrowia lipolytica	C352							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	0DFF026F85AC1CF832E97A9D8C31B613	0C8206F9FEEFE4BF00B31AC372BF180C		
SRX19764484	SRR23955699	2023-03-24 11:43:19	2023-03-24 11:40:09	21395252	6418575600	21395252	300	4009		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955699/SRR23955699.lite.1	9	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129012	SAMN33900904	simple	4952	Yarrowia lipolytica	C353							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	DF1D00A503D5A4740A01A103E05B5307	AC391F1A25EA78FB8AC9FB1ABCCF7566		
SRX19764485	SRR23955698	2023-03-24 11:49:02	2023-03-24 11:41:59	21650263	6495078900	21650263	300	4126		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23955/SRR23955698/SRR23955698.lite.1	10	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP429083	PRJNA948389		948389	SRS17129013	SAMN33900905	simple	4952	Yarrowia lipolytica	D301							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1610121		public	DF3E946175E20A5929704F5C42087DB5	2438966D3AC2E8DBD7FFA67083434B55		
SRX21239347	SRR25508592	2023-09-13 21:10:44	2023-08-03 18:11:42	21754059	6526217700	21754059	300	3612		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508592/SRR25508592.lite.1	RID01	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494282	SAMN36828390	simple	4952	Yarrowia lipolytica	CA20YLX3							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	C274385FE3F0A1408DADCCC7E19B31B0	5B3E8751D7C8CED08EBEC95E50577901		
SRX21239348	SRR25508591	2023-09-13 21:10:44	2023-08-03 18:45:46	21380431	6414129300	21380431	300	3516		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508591/SRR25508591.lite.1	RID03	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494282	SAMN36828390	simple	4952	Yarrowia lipolytica	CA20YLX3							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	75B9D9182FB4E72C662AF06F1DBC4052	0450F3C87F2799CD3E4BA6C698659E17		
SRX21239349	SRR25508590	2023-09-13 21:10:44	2023-08-03 18:10:40	23041039	6912311700	23041039	300	3843		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508590/SRR25508590.lite.1	RID05	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494282	SAMN36828390	simple	4952	Yarrowia lipolytica	CA20YLX3							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	BCD4BB8BE4A6A60E37FE85446D7E90EA	D55EFAB8FE511278A168517A7CC2F4ED		
SRX21239350	SRR25508589	2023-09-13 21:10:44	2023-08-03 18:08:25	22697178	6809153400	22697178	300	4164		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508589/SRR25508589.lite.1	RID07	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494283	SAMN36828391	simple	4952	Yarrowia lipolytica	HT36YLX6							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	DE618FC0C94DEE2E0064FA4D07F3B817	700BB58477CE3CFA9C05518E079CF4A2		
SRX21239351	SRR25508588	2023-09-13 21:10:44	2023-08-03 19:01:55	21197236	6359170800	21197236	300	3374		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508588/SRR25508588.lite.1	RID09	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494283	SAMN36828391	simple	4952	Yarrowia lipolytica	HT36YLX6							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	1549F9071F45BBE5448CDAA964C905D7	0CCFD849CE20F043C64BFA601037E13D		
SRX21239352	SRR25508587	2023-09-13 21:10:44	2023-08-03 18:13:24	22435278	6730583400	22435278	300	3590		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508587/SRR25508587.lite.1	RID11	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494283	SAMN36828391	simple	4952	Yarrowia lipolytica	HT36YLX6							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	C09B5A2FA6F437A4F9CBC1BEFAD6DA33	D40960747C304141BCA716940312A9B6		
SRX21239353	SRR25508586	2023-09-13 21:10:44	2023-08-03 18:11:53	23603945	7081183500	23603945	300	3780		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508586/SRR25508586.lite.1	RID13	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494284	SAMN36828392	simple	4952	Yarrowia lipolytica	HT385YLX8							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	17420D33F82DB6305220829D338155E3	E4E2823BAC9FB7C1561C727CFCAB05E5		
SRX21239354	SRR25508585	2023-09-13 21:10:44	2023-08-03 18:07:47	21833084	6549925200	21833084	300	3582		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508585/SRR25508585.lite.1	RID15	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494284	SAMN36828392	simple	4952	Yarrowia lipolytica	HT385YLX8							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	A2830E8D3B0C15D502172260E50128F0	D13191A55B3CF33D07236A7F395516E7		
SRX21239355	SRR25508584	2023-09-13 21:10:44	2023-08-03 18:10:49	23388579	7016573700	23388579	300	3820		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR025/25508/SRR25508584/SRR25508584.lite.1	RID17	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP453197	PRJNA1001984		1001984	SRS18494284	SAMN36828392	simple	4952	Yarrowia lipolytica	HT385YLX8							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1685980		public	DBF56726792344BC269D2C7391A577A2	919B1F28EDF07280ADB29FAE20DDF897		
SRX21985119	SRR26275659	2023-10-06 02:02:56	2023-10-06 01:57:09	15185640	4543507219	0	299	1427		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275659/SRR26275659.lite.1	EXF-17398t-AE1	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	48FA1EABA59A2422F6F3220C165D03EF	CE60716A39E5E976187DC92A845AED1B		
SRX21985120	SRR26275658	2023-10-06 02:02:56	2023-10-06 01:58:07	16954884	5084290603	16954884	299	1605		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275658/SRR26275658.lite.1	EXF-17398t-GS1	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	74422D28834606316432DC6F1037B1C7	53DF7F666E0EF4DD8A9E73D72A6C117B		
SRX21985121	SRR26275657	2023-10-06 02:01:12	2023-10-06 01:55:47	16208870	4843330524	16208870	298	1548		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275657/SRR26275657.lite.1	EXF-17398t-GS2	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	72F69118A609361F5470BA26BFA191B0	789AD28AC0D8EBC307E07213EFCC1E0A		
SRX21985122	SRR26275656	2023-10-06 02:02:56	2023-10-06 01:57:59	20058202	5989245512	20058202	298	1868		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275656/SRR26275656.lite.1	EXF-17398t-GS3	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	2AF75586A628CACDC4549760A4665F0C	040000AFCACD001DB26AF3EB162556F7		
SRX21985123	SRR26275655	2023-10-06 02:01:12	2023-10-06 01:55:46	14350832	4295705461	14350832	299	1341		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275655/SRR26275655.lite.1	EXF-17398t-PE1	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	73FD3B6A67689443781ECBE7DA0ABA7B	5B1FE7D342167D5892147F44164B3B12		
SRX21985124	SRR26275654	2023-10-06 02:01:12	2023-10-06 01:55:57	14805328	4439747733	14805328	299	1391		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275654/SRR26275654.lite.1	EXF-17398t-PE2	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	25AA7282F7B8F08DF206FD4D02E0BB08	89753FE9AB13F3D4940796B44E734098		
SRX21985125	SRR26275653	2023-10-06 02:01:12	2023-10-06 01:55:15	12246946	3671576737	12246946	299	1159		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275653/SRR26275653.lite.1	EXF-17398t-PE3	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	DC57439FDFB20F8D4C7A11CE040FD378	6C20887AF8FC8CCF5F4B4A2800B451CD		
SRX21985126	SRR26275652	2023-10-06 02:02:56	2023-10-06 01:56:50	17662737	5299760367	0	300	1652		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275652/SRR26275652.lite.1	EXF-17398t-PS1	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	DA8399E17F35A21294FE45F3928F3CDD	E61C9353CCEF810FCC9BE72AF0EED7EA		
SRX21985127	SRR26275651	2023-10-06 02:02:56	2023-10-06 01:56:19	14116325	4232062341	14116325	299	1332		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275651/SRR26275651.lite.1	EXF-17398t-PS2	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	4ECAEF1FB8F8FF1A6CDDD9FAE4D693CE	3017ED6BA3FD51B66FD5E2660453A84E		
SRX21985128	SRR26275650	2023-10-06 02:01:12	2023-10-06 01:55:06	16135649	4833601064	16135649	299	1524		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275650/SRR26275650.lite.1	EXF-17398t-PS3	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	FDC398F05E0226784227B1E41E9439AE	C84EA50C7BAFA73C1EA18073569D1D58		
SRX21985129	SRR26275649	2023-10-06 02:01:12	2023-10-06 01:56:09	15140143	4528591125	15140143	299	1419		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275649/SRR26275649.lite.1	EXF-17398t-AE2	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	90D6B9ED634CA6B18FFD68F7F646C6AE	8BEF3F3559545B8856007B9F98E9271E		
